"ID","正式名称","正式名称（フリガナ）","略称","略称（フリガナ）","英語表記（ローマ字表記）","機関区分","都道府県コード","市区町村コード","所在地","所在地座標（緯度）","所在地座標（経度）","案内用ホームページアドレス","毎週決まった曜日に休診（月）","毎週決まった曜日に休診（火）","毎週決まった曜日に休診（水）","毎週決まった曜日に休診（木）","毎週決まった曜日に休診（金）","毎週決まった曜日に休診（土）","毎週決まった曜日に休診（日）","決まった週に休診（定期週）第1週（月）","決まった週に休診（定期週）第1週（火）","決まった週に休診（定期週）第1週（水）","決まった週に休診（定期週）第1週（木）","決まった週に休診（定期週）第1週（金）","決まった週に休診（定期週）第1週（土）","決まった週に休診（定期週）第1週（日）","決まった週に休診（定期週）第2週（月）","決まった週に休診（定期週）第2週（火）","決まった週に休診（定期週）第2週（水）","決まった週に休診（定期週）第2週（木）","決まった週に休診（定期週）第2週（金）","決まった週に休診（定期週）第2週（土）","決まった週に休診（定期週）第2週（日）","決まった週に休診（定期週）第3週（月）","決まった週に休診（定期週）第3週（火）","決まった週に休診（定期週）第3週（水）","決まった週に休診（定期週）第3週（木）","決まった週に休診（定期週）第3週（金）","決まった週に休診（定期週）第3週（土）","決まった週に休診（定期週）第3週（日）","決まった週に休診（定期週）第4週（月）","決まった週に休診（定期週）第4週（火）","決まった週に休診（定期週）第4週（水）","決まった週に休診（定期週）第4週（木）","決まった週に休診（定期週）第4週（金）","決まった週に休診（定期週）第4週（土）","決まった週に休診（定期週）第4週（日）","決まった週に休診（定期週）第5週（月）","決まった週に休診（定期週）第5週（火）","決まった週に休診（定期週）第5週（水）","決まった週に休診（定期週）第5週（木）","決まった週に休診（定期週）第5週（金）","決まった週に休診（定期週）第5週（土）","決まった週に休診（定期週）第5週（日）","祝日に休診","その他の休診日（gw、お盆等）","一般病床","療養病床","療養病床のうち医療保険適用","療養病床のうち介護保険適用","精神病床","結核病床","感染症病床","合計病床数"
"2311232200390","名古屋市立大学医学部附属東部医療センター","ナゴヤシリツダイガクイガクブフゾクトウブイリョウセンター","名市大東部医療センター","メイシダイトウブイリョウセンター","Nagoya City University East Medical Center","1","23","101","愛知県名古屋市千種区若水一丁目２番２３号","35.174986","136.944378","http://www.emc.med.nagoya-cu.ac.jp/index.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始の12月29日～1月3日は休診です。なお、お盆休みはありません。麻酔科は、疼痛緩和内科（ペインクリニック外来）です。","510","","","","","","10","520"
"2311232200400","名古屋市立大学医学部附属みらい光生病院","ナゴヤシリツダイガクイガクブフゾクミライコウセイビョウイン","みらい光生病院","ミライコウセイビョウイン","Nagoya City University Mirai Kousei Hospital","1","23","115","愛知県名古屋市名東区勢子坊二丁目１５０１番地","35.163584","137.019004","https://w3hosp.med.nagoya-cu.ac.jp/miraikousei/","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","精神科（週一回）、婦人科（月一回）は入院患者対応。　　　　　　泌尿器科・腎臓内科・病理診断科は非常勤。","140","","","","","","","140"
"2311232300010","愛知県青い鳥医療療育センター","アイチケンアオイトリイリョウリョウイクセンター","愛知県青い鳥医療療育センター","アイチケンアオイトリイリョウリョウイクセンター","Aichi Aoitori Institution for Disabled","1","23","104","愛知県名古屋市西区中小田井５丁目８９番地","35.215976","136.875163","https://aoitori-center.com/","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","愛知県青い鳥医療療育センターは児童福祉法にもとづく旧肢体不自由児施設と旧重症心身障害児施設の機能をあわせもった施設で、医療法による病院でもあります。外来診療では、地域で暮らす障害児（者）の診療を実施しています。","170","","","","","","","170"
"2311232300020","名鉄病院","メイテツビョウイン","名鉄病院","メイテツビョウイン","MEITETSU HOSPITAL","1","23","104","愛知県名古屋市西区栄生２丁目２６－１１","35.185007","136.872582","http://www.meitetsu-hospital.jp/","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","年末年始（１２月３０日～１月３日）休診日　第２．３．４．５土曜日は、休診","373","","","","","","","373"
"2311232300040","医療法人　米田病院","イリョウホウジン　ヨネダビョウイン","医療法人　米田病院","イリョウホウジン　ヨネダビョウイン","Yoneda Hospital","1","23","104","愛知県名古屋市西区枇杷島１－１１－５","35.189281","136.871482","https://www.yoneda.or.jp","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","■盆休み：8月15日（改行）■年末年始：12月30日～1月3日","54","","","","","","","54"
"2311232300060","愛知県済生会リハビリテーション病院","アイチケンサイセイカイリハビリテーションビョウイン","愛知県済生会リハビリテーション病院","アイチケンサイセイカイリハビリテーションビョウイン","Aichi-pref Saiseikai Rehabilitetion Hospital","1","23","104","愛知県名古屋市西区栄生一丁目１番１８号","35.186674","136.879025","http://www.aichi.saiseikai.or.jp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","年末年始休診　１２月３０日から翌年１月３日現在、リハビリテーション科外来は再診外来予約患者のみです。現在、神経内科、再診外来予約患者のみです。初診患者の受診は休止しています。","","199","","","","","","199"
"2311232300080","日本赤十字社愛知医療センター名古屋第一病院","ニッポンセキジュウジシャアイチイリョウセンターナゴヤダイイチビョウイン","日本赤十字社愛知医療センター名古屋第一病院","ニッポンセキジュウジシャアイチイリョウセンターナゴヤダイイチビョウイン","Japanese Red Cross Aichi Medical Center Nagoya Daiichi Hospital","1","23","105","愛知県名古屋市中村区道下町３丁目３５","35.171286","136.862139","https://www.nagoya-1st.jrc.or.jp","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","５月１日（日本赤十字社創立記念日）休診　１２月２９日～１月３日（年末年始）休診","852","","","","","","","852"
"2311232300090","医療法人誠心会　大菅病院","イリョウホウジンセイシンカイ　オオスガビョウイン","医療法人誠心会　大菅病院","イリョウホウジンセイシンカイ　オオスガビョウイン","Osuga Hospital","1","23","105","愛知県名古屋市中村区大宮町一丁目３８番地","35.166648","136.865305","http://www.osuga-hospital.com/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","救急外来は２４時間３６５日受付させていただきますが、専門外は、受付できかねる場合もあり疾患によっては専門医へ紹介させていただく場合があります。金曜日午後の肛門外科は手術等で診察時間が遅れる事が有ります。","48","","","","","","","48"
"2311232300100","名古屋セントラル病院","ナゴヤセントラルビョウイン","","","Nagoya Central Hospital","1","23","105","愛知県名古屋市中村区太閤三丁目７番７号","35.165565","136.879471","","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","全科予約制です。来院前に電話にてご予約をお願いします。（改行）予約専用電話：（０５２）４５２－３１２６（平日９時～１６時）（改行）（改行）内科・外科は「初診外来」へ。（改行）（改行）その他診療科等：ライソゾーム病センター、血液浄化センター、人間ドックセンター、救急外来（改行）（改行）各科詳細については、当院ホームページをご覧ください。","198","","","","","","","198"
"2311232300110","医療法人北林会　北林病院","イリョウホウジンキタバヤシカイ　キタバヤシビョウイイン","北林病院","キタバヤシビョウイイン","Kitabayashi-Hospital","1","23","105","愛知県名古屋市中村区中村町７丁目５８番地","35.170295","136.853898","","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","年末年始（１２月３１日（午後）～１月２日）","","","","","345","","","345"
"2311232300120","医療法人衆済会　増子記念病院","イリョウホウジンシュウサイカイ　マスコキネンビョウイン","医療法人衆済会　増子記念病院","イリョウホウジンシュウサイカイ　マスコキネンビョウイン","Masuko Memorial Hospital","1","23","105","愛知県名古屋市中村区竹橋町３５番２８号","35.168370","136.873721","http://www.syusaikai.com","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","予約制で診療をおこなっております。内科においては予約なしで受診ができます。（改行）当日緊急の場合や、やむを得ない場合は予約無しで診療をおこなっております。（改行）肝臓外科・人工透析内科・外科につきましては、診療日・診療時間等お問い合わせください。","102","","","","","","","102"
"2311232300130","岩田病院","イワタビョウイン","岩田病院","イワタビョウイン","Iwata Hospital","1","23","105","愛知県名古屋市中村区則武一丁目１番１１号","35.173564","136.878720","https://www.iwata-hospital.com","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","２回目以降の妊婦健診は予約制。初回妊婦健診その他の診察は予約不可。年末年始（１２月３０日～１月３日）は外来休診。","46","","","","","","","46"
"2311232300150","医療法人珪山会　鵜飼病院","イリョウホウジンケイザンカイ　ウカイビョウイン","鵜飼病院","ウカイビョウイン","Ukai Byoin","1","23","105","愛知県名古屋市中村区寿町３０番地","35.169537","136.866472","http://www.kzan.jp/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","予約制を採用していますので、詳しくはお問合せください","60","60","60","","","","","120"
"2311232300160","医療法人福友会　八田なみき病院","イリョウホウジンフクユウカイ　ハッタナミキビョウイン","医療法人福友会　八田なみき病院","イリョウホウジンフクユウカイ　ハッタナミキビョウイン","HATTA NAMIKI BYOUIN","1","23","105","愛知県名古屋市中村区並木２丁目３６６番地","35.149564","136.852881","https://fukuyukai.com","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","年末年始　１２月３０・３１日　１月１・２・３日　休診，　夏季　８月１３・１４・１５日　休診","","207","","","","","","207"
"2311232300170","医療法人珪山会　鵜飼リハビリテーション病院","イリョウホウジンケイザンカイ　ウカイリハビテーションビョウイン","鵜飼リハビリテーション病院","ウカイリハビテーションビョウイン","UKAI Rehabilitation Hospital","1","23","105","愛知県名古屋市中村区太閤通四丁目１番地","35.168059","136.872046","https://ukaireha.kzan.jp/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","原則として、外来診療は行っておりません。","","150","","","","","","150"
"2311232300180","医療法人三恵会　服部病院","イリョウホウジンサンケイカイ　ハットリビョウイン","医療法人三恵会　服部病院","イリョウホウジンサンケイカイ　ハットリビョウイン","Medical Corporation Sankeikai Hattori Hospital","1","23","109","愛知県名古屋市熱田区沢上一丁目３番２０号","35.138763","136.903276","http://www.hattori.or.jp/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始　12/31～1/3","56","","","","","","","56"
"2311232300190","医療法人杏園会　熱田リハビリテーション病院","イリョウホウジンキョウエンカイ　アツタリハビリテーションビョウイン","医療法人杏園会　熱田リハビリテーション病院","イリョウホウジンキョウエンカイ　アツタリハビリテーションビョウイン","Kyoenkai AtsutaRehabilitation Hospital","1","23","109","愛知県名古屋市熱田区比々野町３２番地","35.134203","136.892166","http://www.kyoenkai.or.jp","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","初診で来られる方は、診療科、診療日及び診療時間について事前にご確認をお願い致します。（お問合せ）０５２（６８２）－３０７７ （改行）脳神経外科は外来診療はありません。","","160","","","","","","160"
"2311232300210","水谷病院","ミズタニビョウイン","水谷病院","ミズタニビョウイン","Mizutani Hospital","1","23","109","愛知県名古屋市熱田区金山町一丁目４番３号","35.141707","136.901164","https://mizutani-hospital.com","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","予約または紹介を必要とします。火曜日午後の皮膚科外来は予約不要です。（改行）診療時間外でも救急対応可能です。","47","","","","","","","47"
"2311232300220","みなと医療生活協同組合協立総合病院","ミナトイリョウセイカツキョウドウクミアイキョウリツソウゴウビョウイン","協立総合病院","キョウリツソウゴウビョウイン","Kyoritsu General Hospital","1","23","109","愛知県名古屋市熱田区五番町４番３３号","35.116876","136.890305","http://hp.minato.coop/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","心療内科：すべて予約制。（改行）産婦人科：予約制、金・土曜日は隔週。（改行）小児科：土曜日休診。（改行）年末年始：12月30日～1月3日まで休診。","434","","","","","","","434"
"2311232300230","名古屋掖済会病院","ナゴヤエキサイカイビョウイン","名古屋掖済会病院","ナゴヤエキサイカイビョウイン","NAGOYA EKISAIKAI HOSPITAL","1","23","110","愛知県名古屋市中川区松年町４丁目６６番地","35.120320","136.872696","https://www.nagoya-ekisaikaihosp.jp","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","・休診日　土曜日、日曜日、祝日、年末年始（１２／２９～１／３）・外科　第３月曜日　午後診療あり・歯科・口腔外科　午後診療は予約診療制・心臓血管外科　月曜日（第１、３、５週）に午後診療あり","602","","","","","","","602"
"2311232300240","医療法人生生会　松蔭病院","イリョウホウジンセイセイカイ　マツカゲビョウイン","（医）生生会　松蔭病院","イ）セイセイカイ　マツカゲビョウイン","Matsukage Hospital","1","23","110","愛知県名古屋市中川区打出二丁目７０番地","35.135607","136.838967","http://www.seiseikai.com","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始休診（１２月３０日午後～１月３日）","","","","","547","","","547"
"2311232300250","藤田医科大学ばんたね病院","フジタイカダイガクバンタネビョウイン","藤田医科大学ばんたね病院","フジタイカダイガクバンタネビョウイン","FUJITA HEALTH UNIVERSITY BANTANE HOSPITAL","1","23","110","愛知県名古屋市中川区尾頭橋３丁目６－１０","35.144512","136.890915","https://bantane.fujita-hu.ac.jp/","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","0","《休診日》　日曜日、国民の祝日、年末年始（１２月２９日～１月３日）","370","","","","","","","370"
"2311232300260","医療法人広徳会　佐藤病院","イリョウホウジンコウトクカイ　サトウビョウイン","佐藤病院","サトウビョウイン","Sato Hospital","1","23","110","愛知県名古屋市中川区尾頭橋二丁目１９番１１号","35.143956","136.887915","","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始休診日　１２月３１日（予定）～１月３日  　 お盆休診日　８月１３日～１５日（予定）","","41","","","","","","41"
"2311232300270","医療法人聖真会　春田仁愛病院","イリョウホウジンセイシンカイ　ハルタジンアイビョウイン","医療法人聖真会　春田仁愛病院","イリョウホウジンセイシンカイ　ハルタジンアイビョウイン","Harutajinai Hospital","1","23","110","愛知県名古屋市中川区東春田","35.141178","136.816810","http://www.seishinkai-aichi.jp/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始　１２月３０日～１月３日 休診（改行）外科は、外傷処置程度のみ対応","41","15","15","","","","","56"
"2311232300280","医療法人孝慈会　大平病院","イリョウホウジンコウジカイ　オオヒラビョウイン","医療法人孝慈会　大平病院","イリョウホウジンコウジカイ　オオヒラビョウイン","Iryouhoujin Koujikai Oohira Byouin","1","23","110","愛知県名古屋市中川区昭和橋通９丁目７８番地","35.123708","136.841254","https://oohira-hsp.jp","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","お盆休み８月１４・１５日　年末年始　１２月３１日、１月１日～３日　小児科診療は第1・3土曜日のみ","","29","","","","","","29"
"2311232300290","医療法人偕行会　名古屋共立病院","イリョウホウジンカイコウカイ　ナゴヤキョウリツビョウイン","名古屋共立病院","ナゴヤキョウリツビョウイン","Nagoya Kyoritsu Hospital","1","23","110","愛知県名古屋市中川区法華一丁目１７２番地","35.127707","136.848142","http://www.kaikou.or.jp/kyoritsu/","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始お休み　令和６年１２月３０日～令和７年１月３日まで（２４時間救急対応可。駐車場について、当日受診の外来患者様は入庫より5時間無料です。会計時に受付へ駐車券をお渡しください。（改行）通訳が必要な患者様におかれましては平日９時３０分～１７時３０分（土・日・祝日を除く）にて対応しております。","156","","","","","","","156"
"2311232300310","医療法人開生会　かいせい病院","イリョウホウジンカイセイカイ　カイセイビョウイン","かいせい病院","カイセイビョウイン","Iryouhouzin Kaiseikai Kaisei Byouin","1","23","110","愛知県名古屋市中川区月島町９－９","35.155816","136.881888","https://www.kaisei-hosp.net/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","眼科の診察は、月曜日から土曜日の午前。（改行）水曜と土曜の午後は休診です。年末年始、お盆、祝祭日、日曜日は休診日です。","41","","","","","","","41"
"2311232300320","医療法人親和会　富田病院","イリョウホウジンシンワカイ　トミダビョウイン","富田病院","トミダビョウイン","Tomida Hospital","1","23","110","愛知県名古屋市中川区かの里一丁目３０１番地","35.133703","136.814677","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","土曜日午後休診　日祝日休診　年末年始１２月３０日～１月３日休診","","60","","","","","","60"
"2311232300330","名古屋西病院","ナゴヤニシビョウイン","名古屋西病院","ナゴヤニシビョウイン","Nagoyanishi Hospital","1","23","110","愛知県名古屋市中川区荒子二丁目４０番地","35.139706","136.857307","https://www.med-junseikai.or.jp/nishi/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","年末年始１２／３０～１／３","56","56","56","","","","","112"
"2311232300340","医療法人正進会　名古屋泌尿器科病院","イリョウホウジンセイシンカイ　ナゴヤヒニョウキカビョウイン","名古屋泌尿器科病院","ナゴヤヒニョウキカビョウイン","Nagoya Urology Hospital","1","23","110","愛知県名古屋市中川区松葉町５丁目３４番地","35.149094","136.863917","http://www.nagoya-uro.or.jp/","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","毎水曜日及土曜日午後休診　日曜日祝日及年末年始１２月２９日～１月３日まで休診","59","","","","","","","59"
"2311232300360","共愛病院","キョウアイビョウイン","共愛病院","キョウアイビョウイン","Kyouai Hospital","1","23","110","愛知県名古屋市中川区下之一色町字権野１４８番地の１","35.123624","136.829616","","1","1","1","1","1","","0","","","","","","0","0","","","","","","","","","","","","","0","0","","","","","","","","","","","","","0","0","0","","","52","","","","","","52"
"2311232300370","偕行会城西病院","カイコウカイジョウサイビョウイン","偕行会城西病院","カイコウカイジョウサイビョウイン","Kaikoukai Jyousai Byoin","1","23","105","愛知県名古屋市中村区北畑町四丁目１番地","35.159343","136.865528","https://www.kaikou.or.jp/jyousai/","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","・事前に電話予約の上、ご来院ください（０５２－４８５－３７３７）。（改行）・１２／３０～１／３は、外来休診となります。","0","120","120","0","0","0","0","120"
"2311232300380","医療法人生生会　まつかげシニアホスピタル","イリョウホウジンセイセイカイ　マツカゲシニアホスピタル","医療法人生生会　まつかげシニアホスピタル","イリョウホウジンセイセイカイ　マツカゲシニアホスピタル","Matukagesenior Hospital","1","23","110","愛知県名古屋市中川区打出二丁目３４７番地","35.135045","136.839718","http://www.seiseikai.com","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","認知症疾患医療センター専用電話（改行）０５２－３５２－４１６５（改行）年末年始休診日　１２月３０日ＰＭ～１月３日","56","232","232","","92","","","380"
"2311232400030","医療法人すみれ会　中央病院","イリョウホウジンスミレカイ　チュウオウビョウイン","医療法人すみれ会　中央病院","イリョウホウジンスミレカイ　チュウオウビョウイン","iryouhoujin sumirekai chuuoubyouin","1","23","102","愛知県名古屋市東区東桜二丁目８番４号","35.173292","136.916294","","1","1","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始１２月２９日～１月３日","","81","","","","","","81"
"2311232400060","社会医療法人愛生会総合上飯田第一病院","シャカイイリョウホウジンアイセイカイソウゴウカミイイダダイイチビョウイン","総合上飯田第一病院","ソウゴウカミイイダダイイチビョウイン","KAMIIIDA DAIICHI GENERAL HOSPITAL","1","23","103","愛知県名古屋市北区上飯田北町２－７０","35.205395","136.931492","https://www.kamiiida-hp.jp","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","血管外科：木（午後）　人工関節・膝関節外来：火（午後・第１、３、４、５週）　甲状腺外科：火・木（午前）水（午後）　緩和ケア外科：月・火・水（午前・午後）　スポーツ外来：木（午後）　眼科：水（午後・第３週）　認知症評価外来：火(１２：３０～１４：００)　骨粗鬆症評価外来：火(午後・第１～３週）　乳房形成外来：火(午前・第１、３、５週）　産婦人科：火（午後・第１、３週）　育児相談外来：月～金（午後）  年末年始：１２月３０日～１月３日休診","236","","","","","","","236"
"2311232400070","医療法人　愛仁会　名春中央病院","イリョウホウジン　アイジンカイ　メイシュンチュウオウビョウイン","名春中央病院","メイシュンチュウオウビョウイン","meisyun Central Hospital","1","23","103","愛知県名古屋市北区東味鋺１丁目２４０１番地","35.223699","136.934630","http://www.meisyun-hp.or.jp/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末年始休診日　３０日１２時より３日まで脳神経外科　第３金曜日のみ","32","52","","","","","","84"
"2311232400080","北医療生活協同組合　北病院","キタイリョウセイカツキョウドウクミアイ　キタビョウイン","北病院","キタビョウイン","Kita Hospital","1","23","103","愛知県名古屋市北区上飯田南町２－８８","35.203068","136.932673","http://www.kita.coop/","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","１２月３０日～１月３日　休診　８月１５日　休診","52","","","","","","","52"
"2311232400090","社会医療法人愛生会　上飯田リハビリテーション病院","シャカイイリョウホウジンアイセイカイ　カミイイダリハビリテーションビョウイン","上飯田リハビリテーション病院","カミイイダリハビリテーションビョウイン","Kamiiida Rehabilitation Hospital","1","23","103","愛知県名古屋市北区上飯田北町３丁目５７番地","35.206173","136.931520","http://kami2-hp.jp","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","年末は１２／２９まで、年始は１／４より診療開始。","","98","","","","","","98"
"2311232400100","医療法人福友会天寿病院","イリョウホウジンフクユウカイテンジュビョウイン","医療法人福友会天寿病院","イリョウホウジンフクユウカイテンジュビョウイン","irixyouhouzinn fukuyuukai tennzixyubixyouinn","1","23","103","愛知県名古屋市北区米が瀬町１３８","35.211172","136.928131","","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","8/13.14.15（改行）年末年始　12/30.31.1/1.2.3","","99","","","","","","99"
"2311232400120","楠メンタルホスピタル","クスノキメンタルホスピタル","楠メンタルホスピタル","クスノキメンタルホスピタル","Kusunoki Mental Hospital","1","23","103","愛知県名古屋市北区五反田町１１０番地","35.226670","136.911715","http://www.kusunokihp.or.jp/mental/","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","休診日（年末年始12/30～１/3迄）","","","","","217","","","217"
"2311232400130","医療法人湘山会　眼科三宅病院","イリョウホウジンショウザンカイ　ガンカミヤケビョウイン","医療法人湘山会　眼科三宅病院","イリョウホウジンショウザンカイ　ガンカミヤケビョウイン","Shouzankai Medical Foundation Miyake Eye Hospital","1","23","103","愛知県名古屋市北区大曽根三丁目１４番２０号","35.192056","136.935760","http://www.miyake-eye.or.jp","","","","","","","0","","","","","","0","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","0","休診日　毎月第一第三土曜日、日曜日、祝日、年末年始とお盆休み各五日程度。","48","","","","","","","48"
"2311232400140","大隈病院","オオクマビョウイン","大隈病院","オオクマ　ビョウイン","Ookuma Hospital","1","23","103","愛知県名古屋市北区大曽根２－９－３４","35.190924","136.932910","http://www.ookuma-hospital.or.jp","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","◎　年末年始：５日間　休診　◎　救急指定病院です。救急で受付時間外に受診される方は　「０５２－９９１－２１１１」まで電話連絡をしてからお越しください。","120","37","37","","","","","157"
"2311232400150","独立行政法人国立病院機構　名古屋医療センター","ドクリツギョウセイホウジンコクリツビョウインキコウ　ナゴヤイリョウセンター","独立行政法人国立病院機構　名古屋医療センター","ドクリツギョウセイホウジンコクリツビョウインキコウ　ナゴヤイリョウセンター","National Hospital Organization Nagoya Medical Center","1","23","106","愛知県名古屋市中区三の丸４－１－１","35.183480","136.906190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","・土曜日、日曜日、祝祭日、年末年始（１２月２９日～１月３日）は休診。・脳神経外科の火曜日は予約のみ。心臓血管外科の診察は、火曜日、木曜日、金曜日。・リウマチ科は整形外科にて担当。形成外科の診察は第２・第４月曜日の午後、小児外科は月2回（要予約）。呼吸器外科は外科にて担当。・リハビリテーション科は各診療科から依頼後に実施。・麻酔科の外来診療は休診。産褥１ヶ月健診は金曜日。精神科の初診は当面中止、総合内科の診療は休診、整形外科は予約制。","618","","","","38","","","656"
"2311232400180","国家公務員共済組合連合会　名城病院","コッカコウムインキョウサイクミアイレンゴウカイ　メイジョウビョウイン","名城病院","メイジョウビョウイン","Meijo Hospital","1","23","106","愛知県名古屋市中区三の丸１－３－１","35.180897","136.899552","https://www.meijohosp.jp/","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","1","1","1","1","1","0","0","0","年末年始（１２月２９日～１月３日）","279","47","47","","","","","326"
"2311232400210","医療法人博恵会　橋本内科","イリョウホウジンハクケイカイ　ハシモトナイカ","医療法人博恵会　橋本内科","ハシモトナイカ","Iryouhoujinhakukeikai hashimotonaika","1","23","106","愛知県名古屋市中区栄１ー１１ー１８","35.166426","136.896997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","１２／２９～１／４は休診","","27","","","","","","27"
"2311232400230","医療法人　勝又病院","イリョウホウジン　カツマタビョウイン","勝又病院","イリョウホウジン　カツマタビョウイン","Katsumata Byouin","1","23","106","愛知県名古屋市中区新栄１丁目３２番２２号","35.164010","136.918634","https://katsumata-hospital.or.jp/access/","1","1","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","○ 休診日（改行）・ 月から土曜日の夜（改行）・ 日祝日（改行）・年末年始　１２月３０日～１月３日","","118","","","","","","118"
"2311232400260","中日病院","チュウニチビョウイン","中日病院","チュウニチビョウイン","ChunichiHospital","1","23","106","愛知県名古屋市中区丸の内３－１２－３","35.176286","136.902191","http://www.chunichi-hp.jp/","","","","","","","","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","1","1","0","0","整形外科(午後）、乳腺・甲状腺、 眼科（火曜）、歯科口腔外科は初診の予約が必要。再診については全科予約制。年末年始の休診日は１２月２９日～１月３日．１月４日は午前のみ診療。第１・３・５土曜日は午前のみ診療（第２．４土曜日は全科休診）。放射線科、リハビリテーション科については一般外来は受付をしておりません（放射線科のみ他施設からの紹介患者を受付）。","42","51","51","","","","","93"
